Case Number,Type,Status,Project Name,Applied Date,Expiration Date,Completion Date,Module Name,Address,Main Parcel,Description
"REZ1979-0004","Rezoning - Mixed Use","Approved","","10/23/1978","","","Plan","4383 RIDGEWOOD CENTER DR","8193-30-7146",""
"REZ1984-0015","Rezoning - Residential","Approved","","10/19/1983","","","Plan","10489 LABRADOR LP","7794-39-7680",""
"REZ1983-0009","Rezoning - Mixed Use","Approved","","09/14/1982","","","Plan","13488 MINNIEVILLE RD","8292-34-6545",""
"REZ1989-0050","Rezoning - Mixed Use","Approved","","11/08/1988","","","Plan","10409 BALLS FORD RD","7697-55-8590","LINDEN"
"REZ1971-0004","Rezoning - Mixed Use","Approved","","07/29/1970","","","Plan","13910 SMOKETOWN RD","8292-42-3016",""
"REZ1989-0057","Rezoning - Residential","Approved","","12/13/1988","","","Plan","6519 MANET CT","7991-89-4991","SPRINGVALE ESTATES"
"REZ1989-0055","Rezoning - Residential","Approved","","12/05/1988","","","Plan","14338 CLEARVIEW AV","7399-38-8645","CHIMNEYS, SEC 1 LOT 1"
"REZ1988-0037","Rezoning - Residential","Approved","","12/14/1987","","","Plan","7709 BETHLEHEM RD","7597-91-4117","JACKSON'S RIDGE"
"REZ1990-0028","Rezoning - Residential","Approved","","10/17/1989","","","Plan","8300 BLOOMS QUARRY LN","7896-37-3518","BLOOMS MILL"
"REZ1992-0011","Rezoning - Residential","Approved","","03/02/1992","","","Plan","10551 LIBERIA AV","7894-09-2124","CABIN RUN"
"REZ1987-0033","Rezoning - Mixed Use","Approved","","11/20/1986","","","Plan","4471 PRINCE WILLIAM PY","8193-30-0793",""
"REZ1994-0012","Rezoning - Residential","Approved","","12/08/1993","","","Plan","15201 NEABSCO MILLS RD","8291-91-2128","POTOMAC WOODS"
"REZ1980-0029","Rezoning - Mixed Use","Approved","","04/22/1980","","","Plan","1531 WALNUT ST","8391-56-8428",""
"REZ1984-0047","Rezoning - Residential","Approved","","04/18/1984","","","Plan","16834 FRANCIS WEST LN","8289-28-5759","VIRGINIA COMMONS"
"REZ1986-0011","Rezoning - Mixed Use","Superseded","","09/16/1985","","","Plan","2750 KILLARNEY DR","8292-75-2419","LAKEPOINT OFFICE PARK"
"REZ1990-0013","Rezoning - Mixed Use","Approved","","08/23/1989","","","Plan","14132 JEFFERSON DAVIS HY","8392-50-5683","PROFESSIONAL COLLISION REPAIR CENTER"
"REZ1999-0039","Rezoning - Mixed Use","Approved","","06/28/1999","","","Plan","5433 QUINN LN","8092-58-3489","DALE CITY RPC"
"REZ1988-0071","Rezoning - Mixed Use","Approved","","03/07/1988","","","Plan","8117 RUGBY RD","7897-32-0809","ASSAYESH/MANSOUR"
"REZ1987-0046","Rezoning - Residential","Approved","","01/16/1987","","","Plan","8511 SUDLEY RD","7696-96-0751","SUNNYBROOK"
"REZ1988-0020","Rezoning - Residential","Approved","","09/01/1987","","","Plan","12351 DUMFRIES RD","7893-54-3958",""
"REZ1989-0093","Rezoning - Residential","Approved","","05/01/1989","","","Plan","1811 HORNER RD","8392-34-4306","SUMMERLAND"
"REZ1983-0014","Rezoning - Residential","Approved","","11/05/1982","","","Plan","9008 SOWDER PL","7791-66-8791",""
"REZ1985-0046","Rezoning - Mixed Use","Approved","","03/08/1985","","","Plan","1500 OLD BRIDGE RD","8393-60-3970",""
"REZ1988-0045","Rezoning - Mixed Use","Superseded","","12/23/1987","","","Plan","13345 MINNIEVILLE RD","8292-55-6341",""
"REZ1985-0001","Rezoning - Mixed Use","Approved","","07/02/1984","","","Plan","14050 WORTH AV","8292-60-5391",""
"REZ1995-0036","Rezoning - Non-Residential","Approved","","04/21/1995","","","Plan","3500 BURR LN","8292-98-7993","EBENEZER BAPTIST CHURCH"
"REZ1986-0005","Rezoning - Mixed Use","Approved","","07/22/1985","","","Plan","14211 JEFFERSON DAVIS HY","8392-60-0418",""
"REZ1980-0020","Rezoning - Mixed Use","Approved","","01/02/1980","","","Plan","3820 PRINCE WILLIAM PY","8192-85-4995","HENSHAW, KENT"
"REZ1965-0039","Rezoning - Residential","Approved","","07/15/1965","","","Plan","17707 MINE RD","8189-44-6911",""
"REZ1978-0003","Rezoning - Residential","Approved","","09/09/1977","","","Plan","8507 THOMAS DR","7796-15-7798",""
"REZ1958-0116","Rezoning - Residential","Approved","","03/07/1963","","","Plan","12515 GORDON BL Unit: 101","8393-72-7862",""
"REZ1964-0001","Rezoning - Residential","Approved","","11/07/1963","","","Plan","12703 GORDON BL","8393-72-9728.03",""
"REZ1988-0053","Rezoning - Residential","Approved","","01/15/1988","","","Plan","11201 SOLDIERS RIDGE CL","7597-92-3505","SOLDIERS RIDGE CONDOMINIUM"
"REZ1988-0089","Rezoning - Mixed Use","Superseded","","05/04/1988","","","Plan","13595 RYTON RIDGE LN","7497-09-3635","LEWIS, GUY"
"REZ1979-0023","Rezoning - Residential","Approved","","03/30/1979","","","Plan","13183 RETTEW DR","7892-89-9352",""
"REZ1973-0023","Rezoning - Mixed Use","Approved","","04/08/1973","","","Plan","5169 SPRIGGS LANE FIRE RD","8090-75-4845",""
"REZ1976-0034","Rezoning - Mixed Use","Superseded","","05/07/1976","","","Plan","2010 D OPITZ BL","8391-26-8182.02",""
"REZ1983-0023","Rezoning - Mixed Use","Approved","","02/10/1983","","","Plan","13512 MINNIEVILLE RD","8292-23-9692",""
"REZ1981-0009","Rezoning - Mixed Use","Approved","","11/05/1980","","","Plan","14011 TELEGRAPH RD","8292-81-8921",""
"REZ1975-0023","Rezoning - Mixed Use","Superseded","","06/13/1975","","","Plan","14603 TELEGRAPH RD","8291-87-2144",""
"REZ1970-0034","Rezoning - Mixed Use","Superseded","","03/11/1970","","","Plan","14675 LEE HY","7397-12-4134","SISK"
"REZ1988-0091","Rezoning - Residential","Approved","","05/09/1988","","","Plan","6610 DAVIS FORD RD","7994-69-8601","BALLANTRAE ESTATES"
"REZ1988-0066","Rezoning - Residential","Approved","","02/12/1988","","","Plan","13184 BOURNE PL","7496-32-5455","PINEBOROUGH ESTATES"
