Case Number,Type,Status,Project Name,Applied Date,Expiration Date,Completion Date,Module Name,Address,Main Parcel,Description
"PLN2010-00405","Rezoning - Proffer Interpretation/Determination","Closed","","05/18/2010","","","Plan","9220 DEVELOPERS DR","7595-48-4313","PRI / INDUSTRIAL DISPOSAL SVC, RE: ADDITIONAL BUILDING ALLOWED"
"PLN2009-00507","Rezoning - Proffer Interpretation/Determination","Closed","","06/04/2009","","","Plan","6801 CATHARPIN RD","7397-67-7288.01","PRI / HEALTHCOTE COMMONS - PMR MODIFICATIONS"
"PLN2009-00506","Rezoning - Proffer Interpretation/Determination","Closed","","06/04/2009","","","Plan","4630 PRINCE WILLIAM PY","8193-22-3614","PRI / REID'S PROSPECT"
"PLN2009-00388","Rezoning - Proffer Interpretation/Determination","Closed","","03/18/2009","","","Plan","14498 AURORA DR","8291-47-7843","PRI / AURORA ESTATES - RE: PROFFER NO. 20"
"PLN2010-00399","Rezoning - Proffer Interpretation/Determination","Closed","","05/13/2010","","","Plan","14105 GLENKIRK RD","7396-52-8524","PRI / MEADOWS AT MORRIS FARM, LAND BAY D **(NO FEE, SUPERVISOR REQUEST)**"
"PLN2011-00373","Rezoning - Residential","Approved","","04/05/2011","","","Plan","3996 FORTUNA CENTER PZ Unit: PARCEL ADDRESS","8190-72-1677","REZONE 15.27 ACRES FROM B-1, GENERAL BUSINESS TO R-16, SUBURBAN RESIDENTIAL. CONCURRENT WITH CPA #PLN2011-00214 (SRM TO SRH)"
"PLN2015-00079","Rezoning - Proffer Interpretation/Determination","Closed","","08/08/2014","","","Plan","1720 FEATHERSTONE RD","8391-57-2307","PRI - PROFFER INTERPRETATION FOR ARCHITECTURAL FEATURES AND ELEVATIONS (PROFFER 5 & 6)"
"PLN2011-00104","Rezoning - Proffer Interpretation/Determination","Closed","","09/13/2010","","","Plan","14620 LIGHTNER RD","7398-28-5041","PRI / DOMINION VALLEY COUNTRY CLUB"
"PLN2014-00040","Rezoning - Non-Residential","Approved","Blackburn","07/25/2013","","","Plan","10920 BALLS FORD RD MANASSAS VA 20109","7597-83-9960","BLACKBURN - REZ - Rezone 128.4 acres from A-1, Agricultural, to PMD, Planned Mixed Use District (51.67 acres) and to PMR, Planned Mixed Residential (76.67 acres); REC & SRH."
"PLN2010-00308","Rezoning - Proffer Amendment","Approved","","03/09/2010","","","Plan","7044 COLCHESTER PARK DR","7991-25-7431","PROFFER AMENDMENT L & R REAL ESTATE, LLC (AMEND PROFFERS OF REZ 1985-0052 TO PERMIT OFFICE AND OTHER M/T USES); M/T; FEC; WITHIN DUMFRIES ROAD HCOD"
"PLN2013-00080","Rezoning - Residential","Approved","","09/06/2012","","","Plan","5570 CATHARPIN RD","7398-96-4050","REZ - REQUEST TO REZONE +/- 102 ACRES FROM A-1, AGRICULTURE TO PMR, PLANNED MIXED RESIDENTIAL FOR AN AGE-RESTRICTED COMMUNITY WITH A MAX. OF 208 SINGLE FAMILY DETACHED HOMES. FILED CONCURRENTLY WITH CPA BELL PROPERTY, #PLN2012-00229. "
"PLN2014-00316","Rezoning - Residential","Approved","RICHMOND STATION","04/11/2014","","","Plan","8160 QUARRY RD","7896-30-4971","REZ - RICHMOND STATION (REZONE 9.55 AC FROM PBD TO PMR, 1.3 AC FROM M-1 TO PMR & 17.1 AC FROM M-1/M-2 TO PMR)"
"PLN2013-00379","Rezoning - Proffer Interpretation/Determination","Closed","","06/19/2013","","","Plan","2263 YORK DR","8392-23-3590","PRI - SIX AFFORDABLE DWELLING UNITS PER PROFFER #24"
"PLN2014-00327","Rezoning - Proffer Interpretation/Determination","Closed","","04/21/2014","","","Plan","16198 SILVER LAKE RD","7198-99-4945","PRI - DETERMINATION FOR TEMPORARY ACTIVITIES TO BE INCORPORATED AS AN APPROVED USE- CORPORATE PICNICS & ANNUAL CONCERT"
