Case Number,Type,Status,Project Name,Applied Date,Expiration Date,Completion Date,Module Name,Address,Main Parcel,Description
"REZ1991-0022","Rezoning - Non-Residential","Withdrawn","","11/09/1990","","","Plan","","",""
"REZ1995-0020","Rezoning - Proffer Amendment","Superseded","","01/09/1995","","","Plan","2700 POTOMAC MILLS CL Unit: 100","8291-79-0604","POTOMAC MILLS/IKEA"
"REZ1995-0016","Rezoning - Mixed Use","Rejected","","11/17/1994","","","Plan","","","AGEE PROPERTY"
"REZ1990-0026","Rezoning - Mixed Use","Withdrawn","","09/21/1989","","","Plan","","",""
"PLN2002-00090","Rezoning - Non-Residential","Approved","","10/12/2001","","","Plan","13951 LEE HY","7397-63-3795","REZ VIRGINIA GATEWAY ADDITION (ATLAS) (M-1 TO B-1)"
"PLN2001-00100","Rezoning - Non-Residential","Approved","","10/20/2000","","","Plan","4575 PRINCE WILLIAM PY","8193-21-3045","Rezone A-1, Agricultural to O(M), Office Mid-Rise
"
"PLN2003-00433","Rezoning - Residential","Approved","","06/20/2003","","","Plan","13327 BRISTOW RD","7793-92-9459","REZ FOR 60.6 ACRES FROM A-1 TO SRR-1 FOR 24 SFD LOTS"
"PLN2003-00020","Rezoning - Non-Residential","Approved","","07/17/2002","","","Plan","7820 BETHLEHEM RD","7597-70-9703","REZ NETO PARK (Mitchell Property) A-1 TO M-1"
"PLN2002-00324","Rezoning - Non-Residential","Approved","","05/09/2002","","","Plan","2640 HANCO CENTER DR","8290-78-8035","Nowell's Towing & Service Inc - Rezone 1.4 acres from A-1 to B-1  (See companion SUP#PLN2002-00226)"
"PLN2001-00150","Rezoning - Residential","Approved","","12/14/2000","","","Plan","14237 VAN DOREN RD","7991-79-0165","DOGWOOD ESTATES
Rezone A-1, Agricultural to SRR-1"
"PLN2001-00148","Rezoning - Residential","Approved","","12/14/2000","","","Plan","8718 LINTON HALL RD","7496-22-4173","ALISON RIDGE - REZONE A-1 TO R-10 SUBURBAN RESIDENTIAL - 18 SFD"
"PLN2001-00119","Rezoning - Residential","Approved","","11/13/2000","","","Plan","12010 VINT HILL RD","7595-21-6830","REZ ASHLEY RIDGE II (A-1 TO R-10)"
"PLN2004-00400","Rezoning - Proffer Amendment","Approved","","06/08/2004","","","Plan","15150 STEPPING STONE DR","7298-75-4392","PRA#PLN2004-00400, WESTMARKET - ROUTE 15 IMPROVEMENTS"
"PLN2004-00390","Rezoning - Residential","Approved","","05/28/2004","","","Plan","1651 OLD MARSH RD","8391-51-7990","REZ DAWSON PROPERTY (4.37 AC FROM A-1 TO R-6)"
"PLN2005-00119","Rezoning - Residential","Approved","","09/23/2004","","","Plan","15533 SPRIGGS RD","8091-60-2387","REZ EWELL'S MILL ESTATES (A-1 TO PMR 88.15 AC) & 10 AC FROM A-1 TO A-1 WITH PROFFERS & WAIVERS TO ALLOW PMR WITHOUT A NON-RESIDENTIAL LAND BAY OR SECONDARY NON-RESIDENTIAL USE); SRL/ER; SPRIGGS ROAD HCOD "
"PLN2004-00376","Rezoning - Residential","Withdrawn","","05/27/2004","","","Plan","16812 JEFFERSON DAVIS HY","8289-39-5247","PLN2004-00376, TREVORS GROVE"
"PLN2006-00276","Rezoning - Non-Residential","Approved","","10/14/2005","","","Plan","7700 WELLINGFORD DR","7597-00-6081","REZ2006-00276 - Rezone +/-2 acres from M-2 to M/T to construct a +/- 31,000 sqf building for custom woodworking.  The parcel is currently vacant."
"PLN2006-00004","Rezoning - Residential","Approved","","07/01/2005","","","Plan","8708 LINTON HALL RD","7496-23-3815","REZ#PLN2006-00004, LAYCOCK PROPERTY
A-1 TO R-4"
"PLN2006-00045","Rezoning - Mixed Use","Closed","","07/13/2005","","","Plan","4111 TREVOR LN","8193-58-8969","LAKE RIDGE RPC"
"PLN2005-00546","Rezoning - Proffer Interpretation/Determination","Closed","","05/24/2005","","","Plan","7721 JAMES MADISON HY","7296-19-2979","PROFFER INTERPRETATION - MADISON CRESCENT - WRITTEN CONFIRMATION THAT THE PROCEDURES SET FOR TH IN THE DESIGN GUIDLINES WITH REFERENCE TO THE REVIEW AND APPROVAL OF PLANS BY THE MADISON CRESCENT REVIEW COMMITTEE FOR ALL CONSTRUCTION & IMPROVEMENTS"
"PLN2006-00306","Rezoning - Residential","Approved","","10/26/2005","","","Plan","5227 HOADLY RD","8093-60-4594","REZ A-1 TO R-4 FOR 52 SFD"
