Case Number,Type,Status,Project Name,Applied Date,Expiration Date,Completion Date,Module Name,Address,Main Parcel,Description
PLN2003-00351,Rezoning - Proffer Amendment,Approved,,04/16/2003,,,Plan,15242 TURTLE POINT DR,7297-70-1738,"REZ #PLN2003-00351, LAKE MANASSAS RPC AMENDMENT"
PLN2003-00297,Rezoning - Residential,Approved,,02/26/2003,,,Plan,14502 VINT HILL RD,7396-32-6729,"REZ #PLN2003-00297, ELLIS MILLS ESTATES
"
PLN2004-00171,Rezoning - Residential,Superseded,,12/09/2003,,,Plan,5485 WEBSTERS WY,8093-50-0953,"REZ#PLN2004-00171, SMALLS CROSSING"
PLN2006-00789,Rezoning - Proffer Interpretation/Determination,Closed,,05/12/2006,,,Plan,15404 JOHN MARSHALL HY,7298-73-6057,PROFFER INTERPRETATION FOR LANDBAY 3 RE: REZ #PLN2002-00017 - MARKET CENTER.
PLN2007-00755,Rezoning - Mixed Use,Approved,,06/06/2007,,,Plan,15040 NEABSCO MILLS RD,8291-82-2888,"REZONE 21.7 AC FROM A-1 AND B-1 TO O(H) FOR A MAX OF 360 MULTI-FAMILY, 200,000 SQ FT OF OFFICE & RETAIL, TWO FREESTANDING HOTELS & MODIFICATIONS & WAIVERS; OFFICE; WITHIN POTOMAC COMMUNITIES REVITALIZATION PLAN AND WITHIN THE NEABSCO MILLS STUDY AREA"
PLN2008-00528,Rezoning - Proffer Interpretation/Determination,Closed,,04/03/2008,,,Plan,10604 BRISTOW RD,7594-68-3079,"PRI / NEW BRISTOW VILLAGE - SEEN & AGREED LTR - (RESCINDED, SEE NEW SEEN AND AGREED LTR SIGNED 4/8/08; PLN2008-00543)"
PLN2008-00602,Rezoning - Proffer Interpretation/Determination,Closed,,05/02/2008,,,Plan,14029 GLENKIRK RD,7396-54-7398,PRI / GLENKIRK ESTATES - FOR INCLUSION OF LOT 25 (PROFFER 1.3)
PLN2009-00176,Rezoning - Proffer Amendment,Approved,,10/06/2008,,,Plan,13602 LEE HY,7397-96-4698,PRA HERITAGE HUNT COMMERCIAL (AMEND PROFFERS FOR PRA #PLN2003-00046); PBD; SRL & SRM
PLN2007-00392,Rezoning - Proffer Amendment,Withdrawn,,01/18/2007,,,Plan,12901 ROLLINS FORD RD,7496-58-6173,"PRA, M-2, M/T, FEC and EI. REZ #PLN2003-00242"
PLN2007-00024,Rezoning - Residential,Withdrawn,,07/13/2006,,,Plan,13817 SPRIGGS RD,7992-92-7571,"REZ, HARRIS ESTATES, (MAX. 10 SINGLE-FAMILY DETACHED) A-1, SRL. "
PLN2006-00895,Rezoning - Residential,Withdrawn,,06/12/2006,,,Plan,3666 RUSSELL RD,8292-09-5564,REZ RUSSELL ROAD ESTATES (A-1 TO R-4)
PLN2006-00943,Rezoning - Mixed Use,Superseded,,06/27/2006,,,Plan,9845 LIBERIA AV,7895-24-5376,see REZ#2017-00024 --- TO REZONE +/- 16.72 ACRES OF A-1 TO O(M) TO ALLOW FOR 6 BUILDINGS OF OFFICE SPACE WITH RETAIL AS A SECONDARY USE
PLN2007-00621,Rezoning - Proffer Interpretation/Determination,Closed,,04/11/2007,,,Plan,13311 MINNIEVILLE RD,8292-65-0454,PRI / CATON'S RIDGE - PROFFER #43 PAYMENT
PLN2008-00486,Rezoning - Proffer Interpretation/Determination,Closed,,03/11/2008,,,Plan,11104 INDUSTRIAL RD,7595-78-7384,PRI / RSC EQUIPMENT RENTAL PROFFER #8.2 - LANDSCAPE & BUFFERS
PLN2006-00923,Rezoning - Residential,Voided,,06/16/2006,,,Plan,3999 BRADYS HILL RD,8188-75-2380,REZ 3.34 AC FROM R-4 & B-1 TO R-16; URM; WITHIN POTOMAC COMMUNITIES 
REZ1979-0028,Rezoning - Residential,Superseded,,04/01/1979,,,Plan,16597 DUMFRIES RD,8190-72-8663,
REZ1979-0033,Rezoning - Residential,Approved,,04/04/1979,,,Plan,9120 WEATHERSFIELD DR,7495-09-8968,
REZ1965-0051,Rezoning - Mixed Use,Approved,,08/12/1965,,,Plan,17575 WAYSIDE DR,8289-53-0276,
REZ1987-0005,Rezoning - Mixed Use,Superseded,,04/14/1987,,,Plan,13101 GORDON BL,8392-98-5520,
