Case Number,Type,Status,Project Name,Applied Date,Expiration Date,Completion Date,Module Name,Address,Main Parcel,Description
PLN2006-00006,Rezoning - Proffer Amendment,Approved,,06/28/2005,,,Plan,2999 AKRON ST,8291-44-3862,"PRA#PLN2006-00006, AKRON ESTATES TO AMEND REZ#PLN2001-00138 TO ALLOW A REDUCED UNDISTURBED BUFFER ON THE NW BOUNDARY OF LOT #1 & A REDUCED UNDISTURBED BUFFER ON THE SOUTHERN BOUNDARY OF LOT #4."
PLN2006-00194,Rezoning - Proffer Amendment,Approved,,09/12/2005,,,Plan,18199 POSSUM POINT RD,8288-88-1665,"SUPERCEDED BY PRA #PLN2010-00455 - HARBOR STATION SOUTH (SOUTHBRIDGE) - MZP AND PROFFER AMENDMENT - PMR/PBD; SRR, SRL, SRM, SRH, NC, CEC, REC, O; CONCURRENT WITH REZ #PLN2006-00195 AND PROPOSED CPA PENDING INITIATION"
PLN2004-00338,Rezoning - Residential,Approved,,04/16/2004,,,Plan,10489 GODWIN DR,7794-37-4649,REZ from A-1 to R-10
PLN2005-00216,Rezoning - Non-Residential,Approved,,12/17/2004,,,Plan,14800 LEE HY,7397-02-4248,"REZ#PLN2005-00216, KIM & PAK PARCEL
A-1 TO O(M)"
PLN2007-00160,Rezoning - Proffer Interpretation/Determination,Closed,,09/12/2006,,,Plan,14620 LIGHTNER RD,7398-28-5041,PROFFER INTERPRETATION / REZ PLN2005-00197 / PROFFER #27
PLN2006-00132,Rezoning - Proffer Interpretation/Determination,Closed,,08/19/2005,,,Plan,7265 WELLINGTON RD,7596-39-9503,ZONING INTERPRETATION - DEFINITION OF ARCHITECTURAL METAL PANELS
PLN2006-00538,Rezoning - Proffer Interpretation/Determination,Closed,,02/07/2006,,,Plan,5506 CATHARPIN RD,7398-98-2095,PROFFER INTERPRETATION (PROFFER 11.E)
PLN2006-00689,Rezoning - Residential,Approved,,04/12/2006,,,Plan,8158 HILLCREST DR,7894-18-6166,TO REZONE A PARCEL FROM A-1 TO R-4C FOR PROPOSED DEVELOPMENT OF 16 SFD ON 9.7 ACRES
PLN2005-00302,Rezoning - Proffer Interpretation/Determination,Closed,,02/23/2005,,,Plan,9220 HORNBAKER RD,7595-89-5077,PROFFER INTERPRETATION
PLN2005-00403,Rezoning - Proffer Interpretation/Determination,Closed,,04/01/2005,,,Plan,15807 JEFFERSON DAVIS HY,8290-87-9315,PROFFER INTERPRETATION - TO ADD SHED TO SITE
PLN2005-00149,Rezoning - Residential,Withdrawn,,10/22/2004,,,Plan,3996 FORTUNA CENTER PZ,8190-72-1677,PLN2005-00149 ADDITION TO FOUR SEASONS
PLN2004-00398,Rezoning - Residential,Withdrawn,Breyerton Estates II,06/01/2004,,,Plan,7317 JAMES MADISON HY,7297-23-0898,"Breyerton Estates II, REZ#PLN2004-00398
25.70 ACRES FROM A-1 TO SR-1, TO DEVELOP 10 SINGLE FAMILY UNITS"
PLN2008-00036,Rezoning - Residential,Closed,,07/23/2007,,,Plan,3550 MOUNTAIN RD,7100-74-2455,
PLN2007-00678,Rezoning - Residential,Approved,,05/07/2007,,,Plan,15514 CARDINAL DR,8190-89-3112,REZ JOSE L. PENA PROPERTY (A-1 TO R-4); SRL
PLN2007-00419,Rezoning - Proffer Interpretation/Determination,Closed,,01/29/2007,,,Plan,12981 FREESTONE CT,8192-69-7590,PRI / OLD BRIDGE ESTATES - PROFFERS REGARDING DEVELOPMENT
PLN2007-00446,Rezoning - Proffer Interpretation/Determination,Closed,,02/08/2007,,,Plan,14620 LIGHTNER RD,7398-28-5041,PRI / DOMINION VALLEY CC / SATISFACTION OF PROFFER #102
PLN2007-00527,Rezoning - Proffer Interpretation/Determination,Closed,,03/09/2007,,,Plan,8150 CHATSWORTH DR,7596-87-8730,PRI / RE: TRANSPORTATION PROFFERS
PLN2005-00357,Rezoning - Mixed Use,Withdrawn,,03/10/2005,,,Plan,12901 ROLLINS FORD RD,7496-58-6173,"REZ#PLN2005-00357, BRENTSWOOD
REZONE 1499.87 ACRES FROM A-1 (999.22 acres), M-1 (448.73 acres), M-2 & M/T (51.93 acres) TO PBD (34 acres), PMD (319.82 acres) & PMR (1146.06 acres)"
PLN2006-00683,Rezoning - Residential,Approved,,04/11/2006,,,Plan,12211 JENNELL DR,7596-06-0767,RESERVE AT JENNELL EST.  TO REZONE 14.3 ACRES ON 3 PARCELS FROM A-1 TO PMR-LOW FOR THE PURPOSE OF BUILDING 38 SINGLE FAMILY DETACHED UNITS
PLN2008-00006,Rezoning - Proffer Interpretation/Determination,Closed,,07/03/2007,,,Plan,7728 WELLINGTON RD,7596-63-0490,"PROFFER INTERPRETATION - UNDERGROUND STORMWATER MANAGEMENT IN WELLINGTON GLEN,REZ PLN2004-00105 (PROFFER 16)"
PLN2006-00054,Rezoning - Proffer Interpretation/Determination,Closed,,07/19/2005,,,Plan,10807 LUCASVILLE RD,7794-46-4734,ARCHITECTURE PROFFER INTERPRETATION FOR MAYFIELD TRACE
PLN2007-00125,Rezoning - Proffer Interpretation/Determination,Closed,,08/24/2006,,,Plan,7721 JAMES MADISON HY,7297-10-4444,"PRI / PLN2002-00154, PROFFER #39, FIRE & RESCUE"
PLN2007-00817,Rezoning - Residential,Approved,,06/21/2007,,,Plan,4730 OCCOQUAN OVERLOOK,8194-16-4273,"REZ OCCOQUAN OVERLOOK LOT 37A (GARCIA PROPERTY) (10 AC. FROM A-1 TO SR5); SRR, ER; RPA "
PLN2008-00059,Rezoning - Non-Residential,Approved,,08/01/2007,,,Plan,8537 VULCAN LN,7696-24-3837,REQUEST TO REZONE FROM A-1 TO M-1 TO ALLOW FOR THE SUBMISSION OF AN SUP OF A CONCRETE PLANT IN AN M-1 ZONE - Total area of concrete plant is +/-4.0 acres
PLN2008-00114,Rezoning - Proffer Interpretation/Determination,Closed,,08/28/2007,,,Plan,16123 GREEN BAY ST,7298-00-3995,
PLN2008-00389,Rezoning - Proffer Interpretation/Determination,Closed,,01/29/2008,,,Plan,7503 CENTREVILLE RD,7897-33-0447,PRI / JPI INC. - YORKSHIRE PROPERTY - PROFFER CONFORMANCE WITH APPROVED PROFFERS & GDP
PLN2005-00530,Rezoning - Proffer Interpretation/Determination,Closed,,05/19/2005,,,Plan,13270 MINNIEVILLE RD,8292-66-3926,PROFFER INTERPRETATION- GARBER SITE PLAN REVISION - HOLLY ACRES TRAVEL TRAILER SALES
PLN2008-00526,Rezoning - Proffer Interpretation/Determination,Closed,,07/14/2008,,,Plan,15720 LEE HY,7296-29-0676,PRI / BLUE RIDGE FARM - RE:  MADISON SQUARE REVISED LAYOUT
PLN2009-00180,Rezoning - Proffer Interpretation/Determination,Closed,,10/10/2008,,,Plan,14181 DAVES STORE LN,7397-54-4690,PRI / SOUTHVIEW 66
